tpre,tpost,prior_low,prior_high,post_low,post_high,tobs,yobs,ytrue_prior,ytrue_post,dose_1,dose_2
83.0,203.0,0.05351,0.12868390000000005,0.07519843,0.1298656,114.5857620471279,0.30028183848824597,0.11214848612053142,0.08256301029014286,12.78,15
83.5,203.5,0.04855812,0.12074380000000003,0.06885854,0.12295829999999999,114.5857620471279,0.30028183848824597,0.10407206385110322,0.07661719898125097,12.78,15
84.0,204.0,0.043756960000000004,0.1138467,0.06302388,0.1165451,114.5857620471279,0.30028183848824597,0.09657565645451505,0.07109839098294372,12.78,15
84.5,204.5,0.13838999999999999,0.26749379999999995,0.14856670000000002,0.2404173,114.5857620471279,0.30028183848824597,0.23453077871531536,0.17265957841390134,12.78,15
85.0,205.0,0.17547400000000002,0.35557960000000005,0.18521970000000001,0.31669659999999994,114.5857620471279,0.30028183848824597,0.308784661720079,0.22732453828742474,12.78,15
85.5,205.5,0.1946582,0.3851806,0.2058172,0.3505307,114.5857620471279,0.30028183848824597,0.3438713391589845,0.2531549861243368,12.78,15
86.0,206.0,0.2031925,0.3891297000000001,0.2157802,0.35851869999999997,114.5857620471279,0.30028183848824597,0.3551583001422613,0.2614643169883939,12.78,15
86.5,206.5,0.2043888,0.3772911,0.2189297,0.35174829999999996,114.5857620471279,0.30028183848824597,0.3522517331786258,0.2593245127974892,12.78,15
87.0,207.0,0.2011025,0.35920620000000014,0.2175513,0.33781459999999996,114.5857620471279,0.30028183848824597,0.34113817262279383,0.2511428014912818,12.78,15
87.5,207.5,0.19290859999999999,0.33983910000000006,0.2125648,0.32054910000000003,114.5857620471279,0.30028183848824597,0.32553133480433905,0.23965318461593685,12.78,15
88.0,208.0,0.1830337,0.32016160000000005,0.2049251,0.30241869999999993,114.5857620471279,0.30028183848824597,0.30771902104197024,0.22653991903955817,12.78,15
88.5,208.5,0.1712489,0.30009510000000006,0.1959072,0.28412740000000003,114.5857620471279,0.30028183848824597,0.2890955711004386,0.21282950397900482,12.78,15
89.0,209.0,0.1594456,0.27988240000000003,0.18584889999999998,0.26570299999999997,114.5857620471279,0.30028183848824597,0.2704965394067657,0.19913706635651884,12.78,15
89.5,209.5,0.1484421,0.2602555000000001,0.1750989,0.2489294,114.5857620471279,0.30028183848824597,0.25240898244873944,0.18582117232535877,12.78,15
90.0,210.0,0.1366333,0.24340080000000003,0.1645018,0.23307709999999998,114.5857620471279,0.30028183848824597,0.23510351922079933,0.17308104887805179,12.78,15
90.5,210.5,0.1257606,0.22770050000000003,0.15347529999999998,0.21825270000000002,114.5857620471279,0.30028183848824597,0.21871720048585985,0.1610175913860833,12.78,15
91.0,211.0,0.1149802,0.2132323,0.14259,0.20542739999999998,114.5857620471279,0.30028183848824597,0.2033054499626945,0.14967160219370254,12.78,15
91.5,211.5,0.1050563,0.1988321,0.1321182,0.19308569999999997,114.5857620471279,0.30028183848824597,0.18887456435553585,0.1390477168215368,12.78,15
92.0,212.0,0.09589011,0.1855298,0.1225609,0.1820334,114.5857620471279,0.30028183848824597,0.17540199682146146,0.12912933645661,12.78,15
92.5,212.5,0.08720708,0.1734787,0.11309690000000001,0.1716803,114.5857620471279,0.30028183848824597,0.16284896743335403,0.11988791165156992,12.78,15
93.0,213.0,0.079145,0.16354200000000002,0.10437010000000001,0.1621224,114.5857620471279,0.30028183848824597,0.15116825782043908,0.11128868066256846,12.78,15
93.5,213.5,0.07169945,0.15431430000000002,0.0963692,0.1527127,114.5857620471279,0.30028183848824597,0.14030898645541373,0.10329418496871096,12.78,15
94.0,214.0,0.06507119,0.145259,0.08873799,0.14449610000000002,114.5857620471279,0.30028183848824597,0.13021949389751913,0.09586639335957363,12.78,15
94.5,214.5,0.059007870000000004,0.1367742,0.08175402,0.1368982,114.5857620471279,0.30028183848824597,0.12084904769220911,0.08896795706546658,12.78,15
95.0,215.0,0.05351,0.12868690000000002,0.07519832,0.1298591,114.5857620471279,0.30028183848824597,0.11214881273143118,0.08256292412699831,12.78,15
95.5,215.5,0.04855812,0.12075730000000003,0.06885854,0.1229561,114.5857620471279,0.30028183848824597,0.10407236692527091,0.07661711902732615,12.78,15
96.0,216.0,0.043756960000000004,0.1138494,0.06302379,0.1165344,114.5857620471279,0.30028183848824597,0.0965759376880905,0.07109831679078041,12.78,15
96.5,216.5,0.13838999999999999,0.26749619999999996,0.14856570000000002,0.2404173,114.5857620471279,0.30028183848824597,0.23453103968220856,0.17265950956828668,12.78,15
97.0,217.0,0.17547610000000002,0.35557960000000005,0.1852013,0.31669659999999994,114.5857620471279,0.30028183848824597,0.3087849038807785,0.22732447440306763,12.78,15
97.5,217.5,0.1946912,0.3851806,0.20580510000000002,0.3505307,114.5857620471279,0.30028183848824597,0.3438715638687309,0.25315492684371155,12.78,15
